Cod_Loc,IdProvincia,IdDepartamento,Observaciones,Categoria,Provincia,Departamento,Localidad,Título,Domicilio,CP,Web,E-Mail,Latitud,Longitud,Tipo_latitudlongitud,Fuente,tipo_gestion,Modalidad,Universidad,Facultad,Duración,Tipo de Duración,Nivel,Id Titulo,Vigencia,Temática,Año_actualizacion
06658010,06,06658,,Carreras Universitarias Culturales,Buenos Aires,Quilmes,Bernal,Licenciado en Comunicación Social - Ciclo de Complementación Curricular,Roque Saenz Peña 352  ,1876,http://www.unq.edu.ar/,informacion@unq.edu.ar,-34.7061934,-58.2771241,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Quilmes,Departamento de Ciencias Sociales,2,Años,Grado,12429,Vigente,Medios,2020
06658010,06,06658,,Carreras Universitarias Culturales,Buenos Aires,Quilmes,Bernal,Profesor de Comunicación Social,Roque Saenz Peña 352  ,1876,http://www.unq.edu.ar/,informacion@unq.edu.ar,-34.7061934,-58.2771241,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Quilmes,Departamento de Ciencias Sociales,4.5,Años,Grado,5152,Vigente,Medios,2020
06658010,06,06658,,Carreras Universitarias Culturales,Buenos Aires,Quilmes,Bernal,Técnico Universitario en Gestión de Medios Comunitarios -  MD,Roque Saenz Peña 352  ,1876,http://www.unq.edu.ar/,informacion@unq.edu.ar,-34.7061934,-58.2771241,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,A Distincia,Universidad Quilmes,Departamento de Ciencias Sociales,2.5,Años,Pregrado,11518,Vigente,Medios,2020
06658010,06,06658,,Carreras Universitarias Culturales,Buenos Aires,Quilmes,Bernal,Técnico Universitario en Producción Digital,Roque Saenz Peña 352  ,1878,http://www.unq.edu.ar/,informacion@unq.edu.ar,-34.7061934,-58.2771241,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Quilmes,Escuela Universitaria de Artes,3,Años,Pregrado,12433,Vigente,Medios,2020
06658010,06,06658,,Carreras Universitarias Culturales,Buenos Aires,Quilmes,Bernal,Especialista en Comunicación Digital Audiovisual - MD,Roque Saenz Peña 352  ,1876,http://www.unq.edu.ar/,informes_posgrado@unq.edu.ar,-34.7061934,-58.2771241,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,A Distincia,Universidad Quilmes,Secretaria de Posgrado,2,Años,Posgrado,10812,Vigente,Medios,2020
06126030,06,06126,,Carreras Universitarias Culturales,Buenos Aires,Campana,Campana,Técnico Universitario en Diseño Industrial,San Martín 1171  ,2804,www.frd.utn.edu.ar,prensa@frd.utn.edu.ar,-34.1786142,-58.9624532,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Tecnológica Nacional,Facultad Regional Delta,2,Años,Pregrado,7304,Vigente,Diseño,2020
06245010,06,06245,,Carreras Universitarias Culturales,Buenos Aires,Ensenada,Ensenada,Doctor en Letras,51 E 124 y 125 ,1925,www.fahce.unlp.edu.ar,web@fahce.unlp.edu.ar,-34.9002901,-57.9318573,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Humanidades y Ciencias de la Educación,2,Años,Posgrado,1536,Vigente,Letras,2020
06245010,06,06245,,Carreras Universitarias Culturales,Buenos Aires,Ensenada,Ensenada,Licenciado en Letras,51 E 124 y 125 ,1925,www.fahce.unlp.edu.ar,web@fahce.unlp.edu.ar,-34.9002901,-57.9318573,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Humanidades y Ciencias de la Educación,5,Años,Grado,650,Vigente,Letras,2020
06245010,06,06245,,Carreras Universitarias Culturales,Buenos Aires,Ensenada,Ensenada,Magister en Lingüística,51 E 124 y 125 ,1925,www.fahce.unlp.edu.ar,web@fahce.unlp.edu.ar,-34.9002901,-57.9318573,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Humanidades y Ciencias de la Educación,2,Años,Posgrado,1546,Vigente,Letras,2020
06245010,06,06245,,Carreras Universitarias Culturales,Buenos Aires,Ensenada,Ensenada,Magister en Literaturas Comparadas,51 E 124 y 125 ,1925,www.fahce.unlp.edu.ar,web@fahce.unlp.edu.ar,-34.9002901,-57.9318573,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Humanidades y Ciencias de la Educación,2,Años,Posgrado,10907,Vigente,Letras,2020
06245010,06,06245,,Carreras Universitarias Culturales,Buenos Aires,Ensenada,Ensenada,Profesor en Letras,51 E 124 y 125 ,1925,www.fahce.unlp.edu.ar,web@fahce.unlp.edu.ar,-34.9002901,-57.9318573,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Humanidades y Ciencias de la Educación,5,Años,Grado,661,Vigente,Letras,2020
06245010,06,06245,,Carreras Universitarias Culturales,Buenos Aires,Ensenada,Ensenada,Bibliotecario Documentalista,51 E 124 y 125 ,1925,www.fahce.unlp.edu.ar,web@fahce.unlp.edu.ar,-34.9002901,-57.9318573,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Humanidades y Ciencias de la Educación,4,Años,Grado,576,No Vigente con Actividad,Bibliotecologia,2020
06245010,06,06245,,Carreras Universitarias Culturales,Buenos Aires,Ensenada,Ensenada,Bibliotecólogo,51 E 124 y 125 ,1925,www.fahce.unlp.edu.ar,web@fahce.unlp.edu.ar,-34.9002901,-57.9318573,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Humanidades y Ciencias de la Educación,3,Años,Pregrado,2079,Vigente,Bibliotecologia,2020
06245010,06,06245,,Carreras Universitarias Culturales,Buenos Aires,Ensenada,Ensenada,Licenciado en Bibliotecología y Ciencia de la Información,51 E 124 y 125 ,1925,www.fahce.unlp.edu.ar,web@fahce.unlp.edu.ar,-34.9002901,-57.9318573,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Humanidades y Ciencias de la Educación,5,Años,Grado,9644,Vigente,Bibliotecologia,2020
06245010,06,06245,,Carreras Universitarias Culturales,Buenos Aires,Ensenada,Ensenada,Licenciado en Bibliotecología y Documentación,51 E 124 y 125 ,1925,www.fahce.unlp.edu.ar,web@fahce.unlp.edu.ar,-34.9002901,-57.9318573,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Humanidades y Ciencias de la Educación,5,Años,Grado,578,No Vigente con Actividad,Bibliotecologia,2020
06245010,06,06245,,Carreras Universitarias Culturales,Buenos Aires,Ensenada,Ensenada,Profesor de Bibliotecología y Ciencia de la Información,51 E 124 y 125 ,1925,www.fahce.unlp.edu.ar,web@fahce.unlp.edu.ar,-34.9002901,-57.9318573,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Humanidades y Ciencias de la Educación,5,Años,Grado,12156,Vigente,Bibliotecologia,2020
06245010,06,06245,,Carreras Universitarias Culturales,Buenos Aires,Ensenada,Ensenada,Profesor en Bibliotecología y Documentación,51 E 124 y 125 ,1925,www.fahce.unlp.edu.ar,web@fahce.unlp.edu.ar,-34.9002901,-57.9318573,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Humanidades y Ciencias de la Educación,4,Años,Grado,581,No Vigente con Actividad,Bibliotecologia,2020
06408010,06,06408,,Carreras Universitarias Culturales,Buenos Aires,Hurlingham,Hurlingham,Licenciado en Diseño Industrial,Tte. Origone 151  ,1686,http://www.unahur.edu.ar/es/instituto-tecnologia-e-ingenieria,gustavo.medrano@unahur.edu.ar,-34.6182481,-58.6369049,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Hurlingham,Instituto de Tecnología e Ingeniería,5,Años,Grado,6903,Vigente,Diseño,2020
06408010,06,06408,,Carreras Universitarias Culturales,Buenos Aires,Hurlingham,Hurlingham,Técnico Universitario en Diseño Industrial,Tte. Origone 151  ,1686,http://www.unahur.edu.ar/es/instituto-tecnologia-e-ingenieria,gustavo.medrano@unahur.edu.ar,-34.6182481,-58.6369049,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Hurlingham,Instituto de Tecnología e Ingeniería,3,Años,Pregrado,7304,Vigente,Diseño,2020
06412010,06,06412,,Carreras Universitarias Culturales,Buenos Aires,J. C. Paz,Jose Clemente Paz,Técnico Universitario en Producción de Medios Audiovisuales,Leandro N. Alem 4731  ,1665,www.unpaz.edu.ar,depepeit@unpaz.edu.ar,-34.5208105,-58.7454235,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad José C. Paz,"Departamento de Economía, Producción e Innovación Tecnológica",3,Años,Pregrado,12937,Vigente,Artes Audiovisuales,2020
06412010,06,06412,,Carreras Universitarias Culturales,Buenos Aires,J. C. Paz,Jose Clemente Paz,Técnico Universitario en Diseño Editorial y Multimedial,Leandro N. Alem 4731  ,1665,www.unpaz.edu.ar,depepeit@unpaz.edu.ar,-34.5208105,-58.7454235,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad José C. Paz,"Departamento de Economía, Producción e Innovación Tecnológica",3,Años,Pregrado,12948,No Vigente con Actividad,Editorial,2020
06412010,06,06412,,Carreras Universitarias Culturales,Buenos Aires,J. C. Paz,Jose Clemente Paz,Técnico Universitario en Producción y Diseño de Videojuegos,Leandro N. Alem 4731  ,1665,www.unpaz.edu.ar,depepeit@unpaz.edu.ar,-34.5208105,-58.7454235,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad José C. Paz,"Departamento de Economía, Producción e Innovación Tecnológica",3,Años,Pregrado,12949,Vigente,Videojuegos,2020
06441030,06,06441,,Carreras Universitarias Culturales,Buenos Aires,La Plata,La Plata,Especialista en Lenguajes Artísticos,Diagonal 78 680 ,1900,www.fba.unlp.edu.ar,academica@fba.unlp.edu.ar,-34.9222005,-57.9416219,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Artes,2,Años,Posgrado,9039,Vigente,Artes,2020
06441030,06,06441,,Carreras Universitarias Culturales,Buenos Aires,La Plata,La Plata,Doctor en Artes,Diagonal 78 680 PISO-,1900,www.fba.unlp.edu.ar,academica@fba.unlp.edu.ar,-34.9222005,-57.9416219,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario La Plata,Facultad de Bellas Artes,3,Años,POSGRADO,3706,Vigente,Artes,2020
06441030,06,06441,,Carreras Universitarias Culturales,Buenos Aires,La Plata,La Plata,Licenciado en Artes Plásticas,Diagonal 78 680 ,1900,www.fba.unlp.edu.ar,academica@fba.unlp.edu.ar,-34.9222005,-57.9416219,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Artes,5,Años,Grado,834,No Vigente con Actividad,Artes Plásticas,2020
06441030,06,06441,,Carreras Universitarias Culturales,Buenos Aires,La Plata,La Plata,Licenciado en Artes Plásticas con orientación en Cerámica,Diagonal 78 680 ,1900,www.fba.unlp.edu.ar,academica@fba.unlp.edu.ar,-34.9222005,-57.9416219,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Artes,5,Años,Grado,8158,Vigente,Artes Plásticas,2020
06441030,06,06441,,Carreras Universitarias Culturales,Buenos Aires,La Plata,La Plata,Licenciado en Artes Plásticas con orientación en Dibujo,Diagonal 78 680 ,1900,www.fba.unlp.edu.ar,academica@fba.unlp.edu.ar,-34.9222005,-57.9416219,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Artes,5,Años,Grado,8159,Vigente,Artes Plásticas,2020
06441030,06,06441,,Carreras Universitarias Culturales,Buenos Aires,La Plata,La Plata,Licenciado en Artes Plásticas con orientación en Escenografía,Diagonal 78 680 ,1900,www.fba.unlp.edu.ar,academica@fba.unlp.edu.ar,-34.9222005,-57.9416219,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Artes,5,Años,Grado,8156,Vigente,Artes Plásticas,2020
06441030,06,06441,,Carreras Universitarias Culturales,Buenos Aires,La Plata,La Plata,Licenciado en Artes Plásticas con orientación en Escultura,Diagonal 78 680 ,1900,www.fba.unlp.edu.ar,academica@fba.unlp.edu.ar,-34.9222005,-57.9416219,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Artes,5,Años,Grado,840,Vigente,Artes Plásticas,2020
06441030,06,06441,,Carreras Universitarias Culturales,Buenos Aires,La Plata,La Plata,Licenciado en Artes Plásticas con orientación en Grabado y Arte Impreso,Diagonal 78 680 ,1900,www.fba.unlp.edu.ar,academica@fba.unlp.edu.ar,-34.9222005,-57.9416219,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Artes,5,Años,Grado,8157,Vigente,Artes Plásticas,2020
06441030,06,06441,,Carreras Universitarias Culturales,Buenos Aires,La Plata,La Plata,Licenciado en Artes Plásticas con orientación en Muralismo y Arte Público Monumental,Diagonal 78 680 ,1900,www.fba.unlp.edu.ar,academica@fba.unlp.edu.ar,-34.9222005,-57.9416219,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Artes,5,Años,Grado,10496,Vigente,Artes Plásticas,2020
06441030,06,06441,,Carreras Universitarias Culturales,Buenos Aires,La Plata,La Plata,Licenciado en Artes Plásticas con orientación en Pintura,Diagonal 78 680 ,1900,www.fba.unlp.edu.ar,academica@fba.unlp.edu.ar,-34.9222005,-57.9416219,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad La Plata,Facultad de Artes,5,Años,Grado,842,Vigente,Artes Plásticas,2020
